datum;wahl;ags;gebiet-nr_x;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;SPD 1;SPD 2;CDU 1;CDU 2;Grüne 1;Grüne 2;FDP 1;FDP 2;AfD 1;AfD 2;Die Linke 1;Die Linke 2;FW 1;FW 2;Tier 1;Tier 2;PARTEI 1;PARTEI 2;Volt 1;Volt 2;Hum 1;Hum 2;MLPD 1;MLPD 2;BD 1;BD 2;BSW 1;BSW 2;EMRE;F15;SPD 1%;SPD 2%;CDU 1%;CDU 2%;Grüne 1%;Grüne 2%;FDP 1%;FDP 2%;AfD 1%;AfD 2%;Die Linke 1%;Die Linke 2%;FW 1%;FW 2%;Tier 1%;Tier 2%;PARTEI 1%;PARTEI 2%;Volt 1%;Volt 2%;Hum 1%;Hum 2%;MLPD 1%;MLPD 2%;BD 1%;BD 2%;BSW 1%;BSW 2%;gebiet-nr_y;wk_name
23.02.2025;Bundestagswahl;6412000;20201;202-01;1;1;374;308;0;682;295;7;0;295;0;295;55;47;93;75;61;50;11;20;38;43;24;36;3;2;;2;6;4;4;2;;0;0;0;0.0;0;;14;0.0;;18.64;15.93;31.53;25.42;20.68;16.95;3.73;6.78;12.88;14.58;8.14;12.2;1.02;0.68;;0.68;2.03;1.36;1.36;0.68;;0.0;0.0;0.0;0.0;0.0;;4.75;20201;Heinrich-Kleyer-Schule
23.02.2025;Bundestagswahl;6412000;20202;202-02;1;1;854;472;0;1326;659;13;1;658;0;659;131;105;153;134;134;111;55;74;71;72;88;109;7;6;;1;3;2;12;4;;0;0;0;2.0;1;;40;2.0;;19.91;15.93;23.25;20.33;20.36;16.84;8.36;11.23;10.79;10.93;13.37;16.54;1.06;0.91;;0.15;0.46;0.3;1.82;0.61;;0.0;0.0;0.0;0.3;0.15;;6.07;20202;Heinrich-Kleyer-Schule
23.02.2025;Bundestagswahl;6412000;20301;203-01;1;1;637;589;0;1226;562;18;2;560;0;562;77;73;134;122;212;147;33;52;38;39;52;101;2;1;;1;5;4;6;7;;1;0;0;1.0;0;;14;0.0;;13.75;12.99;23.93;21.71;37.86;26.16;5.89;9.25;6.79;6.94;9.29;17.97;0.36;0.18;;0.18;0.89;0.71;1.07;1.25;;0.18;0.0;0.0;0.18;0.0;;2.49;20301;Berufliche Schulen Berta Jourdan
23.02.2025;Bundestagswahl;6412000;20302;203-02;1;1;612;543;0;1155;534;5;1;533;1;533;58;78;220;184;161;127;31;66;31;33;22;36;3;1;;0;5;2;2;2;;0;0;0;0.0;0;;4;0.0;;10.88;14.63;41.28;34.52;30.21;23.83;5.82;12.38;5.82;6.19;4.13;6.75;0.56;0.19;;0.0;0.94;0.38;0.38;0.38;;0.0;0.0;0.0;0.0;0.0;;0.75;20302;Elisabethenschule
23.02.2025;Bundestagswahl;6412000;20303;203-03;1;1;590;503;0;1093;520;13;1;519;0;520;74;77;200;178;147;115;32;57;37;42;22;38;0;0;;1;0;0;7;5;;0;0;0;0.0;0;;7;0.0;;14.26;14.81;38.54;34.23;28.32;22.12;6.17;10.96;7.13;8.08;4.24;7.31;0.0;0.0;;0.19;0.0;0.0;1.35;0.96;;0.0;0.0;0.0;0.0;0.0;;1.35;20303;Amt für Wohnungswesen
23.02.2025;Bundestagswahl;6412000;20304;203-04;1;1;579;534;0;1113;491;12;4;487;5;486;70;67;193;162;122;97;40;81;18;22;28;40;3;1;;3;1;1;9;5;;0;0;0;1.0;0;;7;2.0;;14.37;13.79;39.63;33.33;25.05;19.96;8.21;16.67;3.7;4.53;5.75;8.23;0.62;0.21;;0.62;0.21;0.21;1.85;1.03;;0.0;0.0;0.0;0.21;0.0;;1.44;20304;Elisabethenschule
23.02.2025;Bundestagswahl;6412000;21101;211-01;1;1;606;478;0;1084;506;11;2;504;2;504;70;62;114;106;200;163;18;23;36;36;44;81;2;4;;1;8;3;10;4;;1;0;0;1.0;0;;20;1.0;;13.89;12.3;22.62;21.03;39.68;32.34;3.57;4.56;7.14;7.14;8.73;16.07;0.4;0.79;;0.2;1.59;0.6;1.98;0.79;;0.2;0.0;0.0;0.2;0.0;;3.97;21101;AWO Nordendzentrum
23.02.2025;Bundestagswahl;6412000;21102;211-02;1;1;591;397;0;988;525;5;1;524;0;525;70;75;115;85;213;172;22;40;38;39;56;94;1;1;;0;0;0;8;6;;0;0;0;1.0;0;;13;0.0;;13.36;14.29;21.95;16.19;40.65;32.76;4.2;7.62;7.25;7.43;10.69;17.9;0.19;0.19;;0.0;0.0;0.0;1.53;1.14;;0.0;0.0;0.0;0.19;0.0;;2.48;21102;Berufl. Schulen Berta Jourdan Außenst.
23.02.2025;Bundestagswahl;6412000;21103;211-03;1;1;567;365;0;932;513;20;2;511;3;510;85;88;101;85;197;137;30;46;31;36;54;92;3;0;;1;5;2;4;5;;1;1;0;0.0;0;;17;0.0;;16.63;17.25;19.77;16.67;38.55;26.86;5.87;9.02;6.07;7.06;10.57;18.04;0.59;0.0;;0.2;0.98;0.39;0.78;0.98;;0.2;0.2;0.0;0.0;0.0;;3.33;21103;Berufl. Schulen Berta Jourdan Außenst.
23.02.2025;Bundestagswahl;6412000;21201;212-01;1;1;611;428;0;1039;525;14;4;521;1;524;85;91;76;63;218;159;30;44;28;26;69;113;5;5;;1;4;1;5;6;;0;0;0;0.0;0;;15;1.0;;16.31;17.37;14.59;12.02;41.84;30.34;5.76;8.4;5.37;4.96;13.24;21.56;0.96;0.95;;0.19;0.77;0.19;0.96;1.15;;0.0;0.0;0.0;0.0;0.0;;2.86;21201;Frankfurt University of Applied Sciences
23.02.2025;Bundestagswahl;6412000;21202;212-02;1;1;840;610;0;1450;716;18;4;712;1;715;104;131;175;158;272;191;45;66;35;38;63;97;3;0;;2;8;4;5;2;;1;1;0;1.0;0;;25;0.0;;14.61;18.32;24.58;22.1;38.2;26.71;6.32;9.23;4.92;5.31;8.85;13.57;0.42;0.0;;0.28;1.12;0.56;0.7;0.28;;0.14;0.14;0.0;0.14;0.0;;3.5;21202;Seniorenwohnanlage Nordend
23.02.2025;Bundestagswahl;6412000;21203;212-03;1;1;716;479;0;1195;639;20;4;635;3;636;100;119;133;127;267;196;23;34;34;32;62;101;4;0;;5;3;1;7;4;;1;0;0;2.0;0;;16;0.0;;15.75;18.71;20.94;19.97;42.05;30.82;3.62;5.35;5.35;5.03;9.76;15.88;0.63;0.0;;0.79;0.47;0.16;1.1;0.63;;0.16;0.0;0.0;0.31;0.0;;2.52;21203;Berufl. Schulen Berta Jourdan Außenst.
23.02.2025;Bundestagswahl;6412000;21301;213-01;1;1;416;320;0;736;334;8;1;333;1;333;50;43;88;74;85;71;17;34;44;40;39;45;6;2;;2;0;0;3;4;;0;0;0;0.0;1;;17;1.0;;15.02;12.91;26.43;22.22;25.53;21.32;5.11;10.21;13.21;12.01;11.71;13.51;1.8;0.6;;0.6;0.0;0.0;0.9;1.2;;0.0;0.0;0.0;0.0;0.3;;5.11;21301;Valentin-Senger-Schule
23.02.2025;Bundestagswahl;6412000;22101;221-01;1;1;577;399;0;976;520;18;7;513;2;518;81;89;74;64;226;165;12;32;39;35;63;102;6;3;;2;2;2;7;2;;0;0;0;1.0;2;;20;2.0;;15.79;17.18;14.42;12.36;44.05;31.85;2.34;6.18;7.6;6.76;12.28;19.69;1.17;0.58;;0.39;0.39;0.39;1.36;0.39;;0.0;0.0;0.0;0.19;0.39;;3.86;22101;Hans-Böckler-Schule (Gebäude B)
23.02.2025;Bundestagswahl;6412000;22102;221-02;1;1;760;526;0;1286;680;12;5;675;2;678;100;98;125;125;300;215;27;37;39;38;69;120;0;0;;4;1;1;11;8;;1;0;0;2.0;1;;30;1.0;;14.81;14.45;18.52;18.44;44.44;31.71;4.0;5.46;5.78;5.6;10.22;17.7;0.0;0.0;;0.59;0.15;0.15;1.63;1.18;;0.15;0.0;0.0;0.3;0.15;;4.42;22102;Merianschule
23.02.2025;Bundestagswahl;6412000;22103;221-03;1;1;809;521;0;1330;739;19;5;734;1;738;94;120;140;127;340;226;32;54;33;30;80;146;2;0;;2;3;2;5;3;;1;0;0;5.0;0;;27;0.0;;12.81;16.26;19.07;17.21;46.32;30.62;4.36;7.32;4.5;4.07;10.9;19.78;0.27;0.0;;0.27;0.41;0.27;0.68;0.41;;0.14;0.0;0.0;0.68;0.0;;3.66;22103;Merianschule
23.02.2025;Bundestagswahl;6412000;22201;222-01;1;1;740;407;0;1147;608;7;5;603;8;600;115;117;85;81;246;164;24;32;35;40;79;139;5;2;;0;5;0;7;5;;0;0;0;1.0;1;;19;1.0;;19.07;19.5;14.1;13.5;40.8;27.33;3.98;5.33;5.8;6.67;13.1;23.17;0.83;0.33;;0.0;0.83;0.0;1.16;0.83;;0.0;0.0;0.0;0.17;0.17;;3.17;22201;IGS Nordend
23.02.2025;Bundestagswahl;6412000;22202;222-02;1;1;689;455;0;1144;628;12;3;625;4;624;98;101;119;108;296;216;17;36;26;27;54;103;1;0;;3;3;1;8;5;;0;3;1;0.0;0;;23;0.0;;15.68;16.19;19.04;17.31;47.36;34.62;2.72;5.77;4.16;4.33;8.64;16.51;0.16;0.0;;0.48;0.48;0.16;1.28;0.8;;0.0;0.48;0.16;0.0;0.0;;3.69;22202;IGS Nordend
23.02.2025;Bundestagswahl;6412000;22203;222-03;1;1;730;347;0;1077;572;14;5;567;3;569;113;95;88;86;200;140;19;33;33;28;93;147;2;1;;4;5;2;12;6;;0;0;0;2.0;1;;26;0.0;;19.93;16.7;15.52;15.11;35.27;24.6;3.35;5.8;5.82;4.92;16.4;25.83;0.35;0.18;;0.7;0.88;0.35;2.12;1.05;;0.0;0.0;0.0;0.35;0.18;;4.57;22203;Hans-Böckler-Schule (Gebäude B)
23.02.2025;Bundestagswahl;6412000;22204;222-04;1;1;780;384;0;1164;625;17;11;614;7;618;117;108;109;97;191;132;20;31;64;64;88;137;1;1;;4;9;1;7;3;;1;1;0;1.0;0;;39;6.0;;19.06;17.48;17.75;15.7;31.11;21.36;3.26;5.02;10.42;10.36;14.33;22.17;0.16;0.16;;0.65;1.47;0.16;1.14;0.49;;0.16;0.16;0.0;0.16;0.0;;6.31;22204;Hans-Böckler-Schule (Gebäude B)
23.02.2025;Bundestagswahl;6412000;23001;230-01;1;1;880;504;0;1384;757;18;7;750;6;751;139;136;126;140;262;187;48;46;41;46;108;153;7;0;;3;9;4;7;4;;1;0;0;2.0;1;;30;1.0;;18.53;18.11;16.8;18.64;34.93;24.9;6.4;6.13;5.47;6.13;14.4;20.37;0.93;0.0;;0.4;1.2;0.53;0.93;0.53;;0.13;0.0;0.0;0.27;0.13;;3.99;23001;Jugendhaus Heideplatz
23.02.2025;Bundestagswahl;6412000;23002;230-02;1;1;726;524;0;1250;622;7;1;621;2;620;102;109;102;103;270;190;19;27;37;41;68;117;6;4;;3;5;5;11;5;;0;1;1;0.0;0;;15;0.0;;16.43;17.58;16.43;16.61;43.48;30.65;3.06;4.35;5.96;6.61;10.95;18.87;0.97;0.65;;0.48;0.81;0.81;1.77;0.81;;0.0;0.16;0.16;0.0;0.0;;2.42;23002;Christuskirche
23.02.2025;Bundestagswahl;6412000;23003;230-03;1;1;489;404;0;893;394;8;1;393;2;392;57;64;66;69;152;99;20;28;33;34;58;80;0;1;;0;3;2;4;5;;0;0;1;0.0;0;;9;0.0;;14.5;16.33;16.79;17.6;38.68;25.26;5.09;7.14;8.4;8.67;14.76;20.41;0.0;0.26;;0.0;0.76;0.51;1.02;1.28;;0.0;0.0;0.26;0.0;0.0;;2.3;23003;Klingerschule
23.02.2025;Bundestagswahl;6412000;24001;240-01;1;1;664;393;0;1057;571;14;5;566;5;566;86;84;97;87;223;157;18;30;42;41;75;128;5;3;;2;4;2;11;7;;0;3;0;1.0;0;;25;1.0;;15.19;14.84;17.14;15.37;39.4;27.74;3.18;5.3;7.42;7.24;13.25;22.61;0.88;0.53;;0.35;0.71;0.35;1.94;1.24;;0.0;0.53;0.0;0.18;0.0;;4.42;24001;Altentagesstätte der AWO
23.02.2025;Bundestagswahl;6412000;24002;240-02;1;1;621;441;0;1062;526;12;3;523;0;526;82;88;115;109;210;140;16;26;29;33;54;104;4;1;;2;7;2;2;1;;0;2;0;1.0;2;;18;1.0;;15.68;16.73;21.99;20.72;40.15;26.62;3.06;4.94;5.54;6.27;10.33;19.77;0.76;0.19;;0.38;1.34;0.38;0.38;0.19;;0.0;0.38;0.0;0.19;0.38;;3.42;24002;Saalbau Bornheim
23.02.2025;Bundestagswahl;6412000;25101;251-01;1;1;529;382;0;911;462;11;2;460;1;461;76;80;91;92;170;118;25;33;27;28;52;82;2;3;;3;9;3;7;7;;0;0;0;1.0;0;;12;0.0;;16.52;17.35;19.78;19.96;36.96;25.6;5.43;7.16;5.87;6.07;11.3;17.79;0.43;0.65;;0.65;1.96;0.65;1.52;1.52;;0.0;0.0;0.0;0.22;0.0;;2.6;25101;Kirchengemeinde Nord-Ost
23.02.2025;Bundestagswahl;6412000;25102;251-02;1;1;709;350;0;1059;566;5;4;562;3;563;115;95;135;120;153;111;21;33;43;45;64;100;5;4;;7;10;6;11;8;;0;2;0;1.0;1;;33;2.0;;20.46;16.87;24.02;21.31;27.22;19.72;3.74;5.86;7.65;7.99;11.39;17.76;0.89;0.71;;1.24;1.78;1.07;1.96;1.42;;0.0;0.36;0.0;0.18;0.18;;5.86;25102;IGS Herder
23.02.2025;Bundestagswahl;6412000;25103;251-03;1;1;904;340;0;1244;653;12;8;645;6;647;142;131;129;116;160;113;23;33;73;75;94;126;5;3;;1;10;4;5;4;;2;3;2;0.0;1;;36;1.0;;22.02;20.25;20.0;17.93;24.81;17.47;3.57;5.1;11.32;11.59;14.57;19.47;0.78;0.46;;0.15;1.55;0.62;0.78;0.62;;0.31;0.47;0.31;0.0;0.15;;5.56;25103;August-Stunz-Zentrum
23.02.2025;Bundestagswahl;6412000;25104;251-04;1;1;517;258;0;775;418;8;5;413;3;415;72;62;85;74;149;103;12;22;35;33;46;85;3;3;;0;3;0;5;5;;0;1;0;0.0;0;;28;2.0;;17.43;14.94;20.58;17.83;36.08;24.82;2.91;5.3;8.47;7.95;11.14;20.48;0.73;0.72;;0.0;0.73;0.0;1.21;1.2;;0.0;0.24;0.0;0.0;0.0;;6.75;25104;IGS Herder
23.02.2025;Bundestagswahl;6412000;25201;252-01;1;1;910;494;0;1404;728;10;1;727;2;726;155;139;146;131;246;183;31;42;57;59;67;129;5;4;;7;8;3;8;8;;1;0;0;3.0;0;;20;1.0;;21.32;19.15;20.08;18.04;33.84;25.21;4.26;5.79;7.84;8.13;9.22;17.77;0.69;0.55;;0.96;1.1;0.41;1.1;1.1;;0.14;0.0;0.0;0.41;0.0;;2.75;25201;Helmholtzschule
23.02.2025;Bundestagswahl;6412000;25202;252-02;1;1;832;452;0;1284;715;20;2;713;2;713;126;122;123;124;302;228;30;39;33;32;73;131;2;2;;1;7;3;14;11;;1;0;0;2.0;1;;18;1.0;;17.67;17.11;17.25;17.39;42.36;31.98;4.21;5.47;4.63;4.49;10.24;18.37;0.28;0.28;;0.14;0.98;0.42;1.96;1.54;;0.14;0.0;0.0;0.28;0.14;;2.52;25202;Helmholtzschule
23.02.2025;Bundestagswahl;6412000;25203;252-03;1;1;730;522;0;1252;628;18;5;623;3;625;103;123;118;112;241;161;19;23;34;42;82;130;5;0;;2;8;3;8;6;;0;1;0;3.0;0;;23;1.0;;16.53;19.68;18.94;17.92;38.68;25.76;3.05;3.68;5.46;6.72;13.16;20.8;0.8;0.0;;0.32;1.28;0.48;1.28;0.96;;0.0;0.16;0.0;0.48;0.0;;3.68;25203;Stauffenbergschule
23.02.2025;Bundestagswahl;6412000;25204;252-04;1;1;816;449;0;1265;701;10;5;696;2;699;141;150;135;127;234;162;18;32;57;53;84;127;4;6;;3;8;6;12;5;;1;1;0;2.0;0;;27;0.0;;20.26;21.46;19.4;18.17;33.62;23.18;2.59;4.58;8.19;7.58;12.07;18.17;0.57;0.86;;0.43;1.15;0.86;1.72;0.72;;0.14;0.14;0.0;0.29;0.0;;3.86;25204;Dahlmannschule
23.02.2025;Bundestagswahl;6412000;25205;252-05;1;1;801;421;0;1222;700;13;7;693;6;694;125;126;154;148;251;194;24;28;51;52;68;100;3;1;;3;11;8;5;3;;0;0;0;0.0;0;;31;1.0;;18.04;18.16;22.22;21.33;36.22;27.95;3.46;4.03;7.36;7.49;9.81;14.41;0.43;0.14;;0.43;1.59;1.15;0.72;0.43;;0.0;0.0;0.0;0.0;0.0;;4.47;25205;Dahlmannschule
23.02.2025;Bundestagswahl;6412000;26101;261-01;1;1;788;448;0;1236;539;1;9;530;3;536;101;92;116;99;125;90;23;33;77;77;67;102;5;1;;3;7;5;6;5;;0;0;0;1.0;1;;28;2.0;;19.06;17.16;21.89;18.47;23.58;16.79;4.34;6.16;14.53;14.37;12.64;19.03;0.94;0.19;;0.56;1.32;0.93;1.13;0.93;;0.0;0.0;0.0;0.19;0.19;;5.22;26101;August-Stunz-Zentrum
23.02.2025;Bundestagswahl;6412000;26102;261-02;1;1;785;516;0;1301;630;10;6;624;4;626;116;92;138;124;140;118;46;59;82;75;76;94;3;3;;2;5;1;9;7;;2;2;0;1.0;1;;48;6.0;;18.59;14.7;22.12;19.81;22.44;18.85;7.37;9.42;13.14;11.98;12.18;15.02;0.48;0.48;;0.32;0.8;0.16;1.44;1.12;;0.32;0.32;0.0;0.16;0.16;;7.67;26102;Volkshochschule
23.02.2025;Bundestagswahl;6412000;26103;261-03;1;1;718;504;0;1222;505;11;1;504;1;504;87;69;137;122;122;94;45;64;36;35;63;78;2;2;;5;3;4;6;4;;0;2;1;0.0;0;;26;1.0;;17.26;13.69;27.18;24.21;24.21;18.65;8.93;12.7;7.14;6.94;12.5;15.48;0.4;0.4;;0.99;0.6;0.79;1.19;0.79;;0.0;0.4;0.2;0.0;0.0;;5.16;26103;medico international e. V.
23.02.2025;Bundestagswahl;6412000;26201;262-01;1;1;1005;344;0;1349;727;5;14;713;10;717;201;173;82;66;111;80;18;18;104;114;173;178;7;5;;9;9;4;5;2;;0;0;0;1.0;0;;68;2.0;;28.19;24.13;11.5;9.21;15.57;11.16;2.52;2.51;14.59;15.9;24.26;24.83;0.98;0.7;;1.26;1.26;0.56;0.7;0.28;;0.0;0.0;0.0;0.14;0.0;;9.48;26201;Heilig-Geist-Gemeinde
23.02.2025;Bundestagswahl;6412000;26202;262-02;1;1;1040;316;0;1356;676;4;7;669;6;670;196;144;109;102;53;47;14;19;126;120;134;152;14;7;;11;9;0;10;3;;1;1;0;2.0;0;;64;1.0;;29.3;21.49;16.29;15.22;7.92;7.01;2.09;2.84;18.83;17.91;20.03;22.69;2.09;1.04;;1.64;1.35;0.0;1.49;0.45;;0.15;0.15;0.0;0.3;0.0;;9.55;26202;Heilig-Geist-Gemeinde
23.02.2025;Bundestagswahl;6412000;27101;271-01;1;1;817;556;0;1373;716;22;3;713;2;714;115;114;130;115;293;212;22;37;35;39;87;154;4;1;;7;12;5;6;4;;1;3;0;5.0;3;;22;1.0;;16.13;15.97;18.23;16.11;41.09;29.69;3.09;5.18;4.91;5.46;12.2;21.57;0.56;0.14;;0.98;1.68;0.7;0.84;0.56;;0.14;0.42;0.0;0.7;0.42;;3.08;27101;Louise-von-Rothschild-Schule Mensa
23.02.2025;Bundestagswahl;6412000;27102;271-02;1;1;749;541;0;1290;638;16;6;632;5;633;106;108;117;113;256;192;20;24;47;44;70;111;1;0;;4;3;2;8;3;;1;2;0;2.0;1;;30;0.0;;16.77;17.06;18.51;17.85;40.51;30.33;3.16;3.79;7.44;6.95;11.08;17.54;0.16;0.0;;0.63;0.47;0.32;1.27;0.47;;0.16;0.32;0.0;0.32;0.16;;4.74;27102;Louise-von-Rothschild-Schule Mensa
23.02.2025;Bundestagswahl;6412000;27201;272-01;1;1;805;385;0;1190;555;11;2;553;8;547;105;105;97;87;154;100;23;25;77;74;66;103;2;0;;7;11;4;9;6;;0;2;0;3.0;1;;35;4.0;;18.99;19.2;17.54;15.9;27.85;18.28;4.16;4.57;13.92;13.53;11.93;18.83;0.36;0.0;;1.28;1.99;0.73;1.63;1.1;;0.0;0.36;0.0;0.54;0.18;;6.4;27201;Sozialrathaus Ost - Dienstort Bornheim
23.02.2025;Bundestagswahl;6412000;27202;272-02;1;1;852;470;0;1322;649;9;9;640;9;640;136;127;103;99;203;145;24;29;54;53;92;141;5;4;;3;9;4;8;2;;0;0;0;5.0;2;;31;1.0;;21.25;19.84;16.09;15.47;31.72;22.66;3.75;4.53;8.44;8.28;14.37;22.03;0.78;0.62;;0.47;1.41;0.62;1.25;0.31;;0.0;0.0;0.0;0.78;0.31;;4.84;27202;Turngemeinde Bornheim 1860 e. V.
23.02.2025;Bundestagswahl;6412000;27203;272-03;1;1;688;445;0;1133;588;15;4;584;3;585;97;102;126;122;210;146;17;30;44;44;63;97;3;1;;3;8;3;10;7;;0;0;0;2.0;1;;29;4.0;;16.61;17.44;21.58;20.85;35.96;24.96;2.91;5.13;7.53;7.52;10.79;16.58;0.51;0.17;;0.51;1.37;0.51;1.71;1.2;;0.0;0.0;0.0;0.34;0.17;;4.96;27203;Kirchnerschule
23.02.2025;Bundestagswahl;6412000;27204;272-04;1;1;1120;368;0;1488;790;12;18;772;12;778;207;178;130;104;168;133;15;33;73;69;156;157;2;1;;6;7;6;8;10;;0;0;0;4.0;2;;79;2.0;;26.81;22.88;16.84;13.37;21.76;17.1;1.94;4.24;9.46;8.87;20.21;20.18;0.26;0.13;;0.77;0.91;0.77;1.04;1.29;;0.0;0.0;0.0;0.52;0.26;;10.15;27204;Luisenhof Kantine der FES
23.02.2025;Bundestagswahl;6412000;27205;272-05;1;1;712;202;0;914;578;6;4;574;3;575;108;89;148;126;146;98;23;33;67;62;60;89;3;4;;5;7;5;7;9;;55;0;0;2.0;0;;0;3.0;;18.82;15.48;25.78;21.91;25.44;17.04;4.01;5.74;11.67;10.78;10.45;15.48;0.52;0.7;;0.87;1.22;0.87;1.22;1.57;;9.57;0.0;0.0;0.35;0.0;;0.0;27205;Valentin-Senger-Schule
23.02.2025;Bundestagswahl;6412000;28101;281-01;1;1;866;383;0;1249;666;10;4;662;11;655;149;143;129;118;135;96;13;20;80;78;135;143;0;1;;7;9;0;9;8;;0;0;1;1.0;0;;40;2.0;;22.51;21.83;19.49;18.02;20.39;14.66;1.96;3.05;12.08;11.91;20.39;21.83;0.0;0.15;;1.07;1.36;0.0;1.36;1.22;;0.0;0.0;0.15;0.15;0.0;;6.11;28101;Haus Saalburg
23.02.2025;Bundestagswahl;6412000;28102;281-02;1;1;799;231;0;1030;604;6;7;597;8;596;146;120;112;104;126;95;8;12;79;74;97;110;10;7;;8;3;4;10;9;;0;2;1;3.0;1;;51;1.0;;24.46;20.13;18.76;17.45;21.11;15.94;1.34;2.01;13.23;12.42;16.25;18.46;1.68;1.17;;1.34;0.5;0.67;1.68;1.51;;0.0;0.34;0.17;0.5;0.17;;8.56;28102;St. Josef-Gemeinde Außenstelle
23.02.2025;Bundestagswahl;6412000;28103;281-03;1;1;878;423;0;1301;679;11;4;675;7;672;155;145;134;114;181;128;17;34;80;77;81;121;4;3;;3;9;5;8;5;;1;1;0;3.0;2;;34;2.0;;22.96;21.58;19.85;16.96;26.81;19.05;2.52;5.06;11.85;11.46;12.0;18.01;0.59;0.45;;0.45;1.33;0.74;1.19;0.74;;0.15;0.15;0.0;0.44;0.3;;5.06;28103;Theater Gruene Sosse
23.02.2025;Bundestagswahl;6412000;28201;282-01;1;1;685;332;0;1017;499;10;5;494;5;494;79;85;112;103;129;83;23;28;54;58;76;99;2;2;;6;8;4;7;8;;1;2;0;1.0;1;;16;1.0;;15.99;17.21;22.67;20.85;26.11;16.8;4.66;5.67;10.93;11.74;15.38;20.04;0.4;0.4;;1.21;1.62;0.81;1.42;1.62;;0.2;0.4;0.0;0.2;0.2;;3.24;28201;Brüder-Grimm-Schule
23.02.2025;Bundestagswahl;6412000;28202;282-02;1;1;723;520;0;1243;649;13;10;639;3;646;104;103;106;86;258;179;16;31;51;60;85;137;1;1;;4;6;1;8;8;;0;0;0;1.0;1;;35;3.0;;16.28;15.94;16.59;13.31;40.38;27.71;2.5;4.8;7.98;9.29;13.3;21.21;0.16;0.15;;0.62;0.94;0.15;1.25;1.24;;0.0;0.0;0.0;0.16;0.15;;5.42;28202;Stauffenbergschule
23.02.2025;Bundestagswahl;6412000;28203;282-03;1;1;694;520;0;1214;596;11;4;592;2;594;94;93;111;110;229;154;23;38;43;42;71;128;6;2;;2;6;2;6;5;;0;1;0;0.0;2;;16;2.0;;15.88;15.66;18.75;18.52;38.68;25.93;3.89;6.4;7.26;7.07;11.99;21.55;1.01;0.34;;0.34;1.01;0.34;1.01;0.84;;0.0;0.17;0.0;0.0;0.34;;2.69;28203;Stauffenbergschule
23.02.2025;Bundestagswahl;6412000;29001;290-01;1;1;688;445;0;1133;588;15;4;584;3;585;97;102;126;122;210;146;17;30;44;44;63;97;3;1;;3;8;3;10;7;;0;0;0;2.0;1;;29;4.0;;16.61;17.44;21.58;20.85;35.96;24.96;2.91;5.13;7.53;7.52;10.79;16.58;0.51;0.17;;0.51;1.37;0.51;1.71;1.2;;0.0;0.0;0.0;0.34;0.17;;4.96;29001;Kirchnerschule
23.02.2025;Bundestagswahl;6412000;29002;290-02;1;1;549;221;0;770;408;6;6;402;8;400;98;87;77;71;99;78;14;15;53;48;45;66;2;1;;4;8;1;6;7;;0;0;1;0.0;0;;21;0.0;;24.38;21.75;19.15;17.75;24.63;19.5;3.48;3.75;13.18;12.0;11.19;16.5;0.5;0.25;;1.0;1.99;0.25;1.49;1.75;;0.0;0.0;0.25;0.0;0.0;;5.25;29002;AWO Altentagesstätte
23.02.2025;Bundestagswahl;6412000;30001;300-01;1;1;661;440;0;1101;512;15;8;504;3;509;80;76;85;78;186;129;26;40;46;50;59;102;4;3;;2;7;6;8;8;;0;1;0;2.0;0;;15;0.0;;15.87;14.93;16.87;15.32;36.9;25.34;5.16;7.86;9.13;9.82;11.71;20.04;0.79;0.59;;0.39;1.39;1.18;1.59;1.57;;0.0;0.2;0.0;0.4;0.0;;2.95;30001;Bergiusschule
23.02.2025;Bundestagswahl;6412000;30002;300-02;1;1;649;540;0;1189;525;12;2;523;2;523;83;80;114;110;185;127;21;32;48;47;64;94;0;1;;2;3;3;3;4;;3;0;0;1.0;1;;19;1.0;;15.87;15.3;21.8;21.03;35.37;24.28;4.02;6.12;9.18;8.99;12.24;17.97;0.0;0.19;;0.38;0.57;0.57;0.57;0.76;;0.57;0.0;0.0;0.19;0.19;;3.63;30002;Bergiusschule
23.02.2025;Bundestagswahl;6412000;32101;321-01;1;1;648;536;0;1184;576;15;4;572;2;574;74;85;184;149;167;130;37;66;44;53;46;59;4;1;;1;3;1;9;9;;0;0;0;2.0;2;;18;2.0;;12.94;14.81;32.17;25.96;29.2;22.65;6.47;11.5;7.69;9.23;8.04;10.28;0.7;0.17;;0.17;0.52;0.17;1.57;1.57;;0.0;0.0;0.0;0.35;0.35;;3.14;32101;Schillerschule
23.02.2025;Bundestagswahl;6412000;32102;321-02;1;1;504;474;0;978;466;17;3;463;3;463;72;67;135;120;162;131;17;37;29;32;34;57;3;2;;0;5;1;6;3;;0;0;0;0.0;0;;13;0.0;;15.55;14.47;29.16;25.92;34.99;28.29;3.67;7.99;6.26;6.91;7.34;12.31;0.65;0.43;;0.0;1.08;0.22;1.3;0.65;;0.0;0.0;0.0;0.0;0.0;;2.81;32102;Schillerschule
