datum;wahl;ags;gebiet-nr_x;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;SPD 1;SPD 2;CDU 1;CDU 2;Grüne 1;Grüne 2;FDP 1;FDP 2;AfD 1;AfD 2;Die Linke 1;Die Linke 2;FW 1;FW 2;Tier 1;Tier 2;PARTEI 1;PARTEI 2;Volt 1;Volt 2;Hum 1;Hum 2;MLPD 1;MLPD 2;BD 1;BD 2;BSW 1;BSW 2;EMRE;F15;SPD 1%;SPD 2%;CDU 1%;CDU 2%;Grüne 1%;Grüne 2%;FDP 1%;FDP 2%;AfD 1%;AfD 2%;Die Linke 1%;Die Linke 2%;FW 1%;FW 2%;Tier 1%;Tier 2%;PARTEI 1%;PARTEI 2%;Volt 1%;Volt 2%;Hum 1%;Hum 2%;MLPD 1%;MLPD 2%;BD 1%;BD 2%;BSW 1%;BSW 2%;gebiet-nr_y;wk_name
23.02.2025;Bundestagswahl;6412000;33206;332-06;1;1;831;767;0;1598;736;18;2;734;1;735;95;86;223;214;233;191;54;76;58;56;47;71;1;1;;2;5;3;12;8;;0;1;1;2.0;3;;23;3.0;;12.94;11.7;30.38;29.12;31.74;25.99;7.36;10.34;7.9;7.62;6.4;9.66;0.14;0.14;;0.27;0.68;0.41;1.63;1.09;;0.0;0.14;0.14;0.27;0.41;;3.13;33206;Mühlbergschule Mensa
23.02.2025;Bundestagswahl;6412000;34101;341-01;1;1;700;365;0;1065;522;14;8;514;7;515;150;91;90;81;108;111;16;24;43;48;97;127;1;1;;0;5;4;3;1;;0;1;0;;1;;26;;;29.18;17.67;17.51;15.73;21.01;21.55;3.11;4.66;8.37;9.32;18.87;24.66;0.19;0.19;;0.0;0.97;0.78;0.58;0.19;;0.0;0.19;0.0;;0.19;;5.05;34101;Bonifatiusschule
23.02.2025;Bundestagswahl;6412000;34102;341-02;1;1;642;447;0;1089;557;18;7;550;0;557;160;87;79;78;173;158;16;18;21;25;84;159;2;0;;3;8;2;6;4;;1;1;0;;1;;21;;;29.09;15.62;14.36;14.0;31.45;28.37;2.91;3.23;3.82;4.49;15.27;28.55;0.36;0.0;;0.54;1.45;0.36;1.09;0.72;;0.18;0.18;0.0;;0.18;;3.77;34102;Bonifatiusschule
23.02.2025;Bundestagswahl;6412000;34103;341-03;1;1;541;371;0;912;416;14;2;414;3;413;132;67;57;48;95;91;14;20;19;23;84;137;2;1;;1;1;0;10;6;;0;0;0;;0;;19;;;31.88;16.22;13.77;11.62;22.95;22.03;3.38;4.84;4.59;5.57;20.29;33.17;0.48;0.24;;0.24;0.24;0.0;2.42;1.45;;0.0;0.0;0.0;;0.0;;4.6;34103;Bonifatiusschule
23.02.2025;Bundestagswahl;6412000;34201;342-01;1;1;947;571;0;1518;788;25;6;782;1;787;193;117;199;181;140;157;62;86;88;88;77;99;6;0;;9;4;1;12;12;;0;1;0;;1;;36;;;24.68;14.87;25.45;23.0;17.9;19.95;7.93;10.93;11.25;11.18;9.85;12.58;0.77;0.0;;1.14;0.51;0.13;1.53;1.52;;0.0;0.13;0.0;;0.13;;4.57;34201;Amt für Bau und Immobilien
23.02.2025;Bundestagswahl;6412000;34202;342-02;1;1;769;533;0;1302;581;9;1;580;3;578;144;84;150;125;110;111;40;67;57;61;64;83;5;3;;2;3;1;7;8;;1;0;0;;0;;32;;;24.83;14.53;25.86;21.63;18.97;19.2;6.9;11.59;9.83;10.55;11.03;14.36;0.86;0.52;;0.35;0.52;0.17;1.21;1.38;;0.17;0.0;0.0;;0.0;;5.54;34202;Amt für Bau und Immobilien
23.02.2025;Bundestagswahl;6412000;34301;343-01;1;1;724;322;0;1046;551;13;6;545;3;548;149;91;102;98;95;103;27;32;68;68;87;112;2;2;;1;3;2;9;10;;0;3;1;;0;;28;;;27.34;16.61;18.72;17.88;17.43;18.8;4.95;5.84;12.48;12.41;15.96;20.44;0.37;0.36;;0.18;0.55;0.36;1.65;1.82;;0.0;0.55;0.18;;0.0;;5.11;34301;Chemetall Kantine
23.02.2025;Bundestagswahl;6412000;34302;343-02;1;1;571;249;0;820;413;8;7;406;3;410;104;58;60;56;65;62;19;24;55;57;86;110;3;2;;1;6;2;8;2;;2;0;0;;1;;33;;;25.62;14.15;14.78;13.66;16.01;15.12;4.68;5.85;13.55;13.9;21.18;26.83;0.74;0.49;;0.24;1.48;0.49;1.97;0.49;;0.49;0.0;0.0;;0.24;;8.05;34302;Chemetall Kantine
23.02.2025;Bundestagswahl;6412000;34401;344-01;1;1;411;61;0;472;279;4;7;272;5;274;102;71;38;32;19;20;5;14;43;39;56;57;3;0;;2;1;1;2;2;;0;3;2;;0;;34;;;37.5;25.91;13.97;11.68;6.99;7.3;1.84;5.11;15.81;14.23;20.59;20.8;1.1;0.0;;0.73;0.37;0.36;0.74;0.73;;0.0;1.1;0.73;;0.0;;12.41;34401;Hessenkolleg
23.02.2025;Bundestagswahl;6412000;35001;350-01;1;1;657;358;0;1015;469;9;4;465;4;465;130;66;94;84;76;97;21;35;40;42;86;111;3;1;;3;6;3;8;6;;0;1;0;;1;;16;;;27.96;14.19;20.22;18.06;16.34;20.86;4.52;7.53;8.6;9.03;18.49;23.87;0.65;0.22;;0.65;1.29;0.65;1.72;1.29;;0.0;0.22;0.0;;0.22;;3.44;35001;St. Elisabeth Gemeindezentrum
23.02.2025;Bundestagswahl;6412000;35002;350-02;1;1;748;373;0;1121;596;5;10;586;9;587;158;99;85;85;151;152;26;32;53;51;99;127;4;2;;4;3;3;3;3;;0;4;0;;0;;29;;;26.96;16.87;14.51;14.48;25.77;25.89;4.44;5.45;9.04;8.69;16.89;21.64;0.68;0.34;;0.68;0.51;0.51;0.51;0.51;;0.0;0.68;0.0;;0.0;;4.94;35002;Pflegeheim Bockenheim
23.02.2025;Bundestagswahl;6412000;35003;350-03;1;1;619;311;0;930;491;8;2;489;2;489;125;71;84;82;117;131;23;28;37;39;93;114;5;0;;1;1;0;3;4;;0;1;0;;1;;18;;;25.56;14.52;17.18;16.77;23.93;26.79;4.7;5.73;7.57;7.98;19.02;23.31;1.02;0.0;;0.2;0.2;0.0;0.61;0.82;;0.0;0.2;0.0;;0.2;;3.68;35003;Pflegeheim Bockenheim
23.02.2025;Bundestagswahl;6412000;35004;350-04;1;1;817;360;0;1177;614;7;7;607;7;607;191;119;88;89;111;122;27;30;56;53;108;139;4;0;;6;7;6;13;7;;0;2;0;;1;;35;;;31.47;19.6;14.5;14.66;18.29;20.1;4.45;4.94;9.23;8.73;17.79;22.9;0.66;0.0;;0.99;1.15;0.99;2.14;1.15;;0.0;0.33;0.0;;0.16;;5.77;35004;Diakonie Hessen
23.02.2025;Bundestagswahl;6412000;36101;361-01;1;1;691;471;0;1162;606;15;4;602;4;602;146;88;68;69;186;183;22;21;36;37;117;164;0;1;;4;15;5;11;7;;1;1;1;;0;;21;;;24.25;14.62;11.3;11.46;30.9;30.4;3.65;3.49;5.98;6.15;19.44;27.24;0.0;0.17;;0.66;2.49;0.83;1.83;1.16;;0.17;0.17;0.17;;0.0;;3.49;36101;Titania
23.02.2025;Bundestagswahl;6412000;36102;361-02;1;1;780;464;0;1244;678;18;6;672;3;675;180;100;87;90;208;202;20;27;29;27;128;176;1;0;;5;13;4;6;6;;1;0;2;;0;;35;;;26.79;14.81;12.95;13.33;30.95;29.93;2.98;4.0;4.32;4.0;19.05;26.07;0.15;0.0;;0.74;1.93;0.59;0.89;0.89;;0.15;0.0;0.3;;0.0;;5.19;36102;Franckeschule
23.02.2025;Bundestagswahl;6412000;36103;361-03;1;1;811;634;0;1445;717;25;3;714;3;714;195;113;149;119;183;203;32;61;29;32;101;135;2;2;;6;6;5;15;15;;0;2;0;;0;;23;;;27.31;15.83;20.87;16.67;25.63;28.43;4.48;8.54;4.06;4.48;14.15;18.91;0.28;0.28;;0.84;0.84;0.7;2.1;2.1;;0.0;0.28;0.0;;0.0;;3.22;36103;Franckeschule
23.02.2025;Bundestagswahl;6412000;36201;362-01;1;1;469;431;0;900;414;12;1;413;1;413;60;32;184;164;69;76;34;55;27;25;36;49;1;1;;0;0;0;1;1;;0;1;1;;0;;9;;;14.53;7.75;44.55;39.71;16.71;18.4;8.23;13.32;6.54;6.05;8.72;11.86;0.24;0.24;;0.0;0.0;0.0;0.24;0.24;;0.0;0.24;0.24;;0.0;;2.18;36201;Gemeindehaus der Sophia-Kirche
23.02.2025;Bundestagswahl;6412000;36202;362-02;1;1;738;534;0;1272;682;23;4;678;1;681;191;99;187;175;165;203;32;63;33;32;62;83;0;0;;0;1;0;7;6;;0;0;0;;2;;18;;;28.17;14.54;27.58;25.7;24.34;29.81;4.72;9.25;4.87;4.7;9.14;12.19;0.0;0.0;;0.0;0.15;0.0;1.03;0.88;;0.0;0.0;0.0;;0.29;;2.64;36202;Max-Beckmann-Schule
23.02.2025;Bundestagswahl;6412000;36203;362-03;1;1;656;443;0;1099;517;9;1;516;1;516;176;86;96;97;109;131;13;29;33;31;78;111;0;0;;0;4;3;5;3;;0;2;0;;0;;25;;;34.11;16.67;18.6;18.8;21.12;25.39;2.52;5.62;6.4;6.01;15.12;21.51;0.0;0.0;;0.0;0.78;0.58;0.97;0.58;;0.0;0.39;0.0;;0.0;;4.84;36203;Max-Beckmann-Schule
23.02.2025;Bundestagswahl;6412000;36204;362-04;1;1;621;306;0;927;493;12;5;488;7;486;133;89;95;80;104;110;18;28;30;30;90;108;1;1;;7;8;3;7;8;;0;2;0;;1;;21;;;27.25;18.31;19.47;16.46;21.31;22.63;3.69;5.76;6.15;6.17;18.44;22.22;0.2;0.21;;1.44;1.64;0.62;1.43;1.65;;0.0;0.41;0.0;;0.21;;4.32;36204;Titania
23.02.2025;Bundestagswahl;6412000;37101;371-01;1;1;734;407;0;1141;526;13;1;525;1;525;109;84;123;103;97;80;41;53;58;57;75;95;4;2;;6;5;2;9;3;;0;1;0;2.0;4;;36;1.0;;20.76;16.0;23.43;19.62;18.48;15.24;7.81;10.1;11.05;10.86;14.29;18.1;0.76;0.38;;1.14;0.95;0.38;1.71;0.57;;0.0;0.19;0.0;0.38;0.76;;6.86;37101;Frauenhofschule
23.02.2025;Bundestagswahl;6412000;37102;371-02;1;1;829;626;0;1455;656;12;3;653;4;652;135;118;166;153;161;116;34;43;65;61;78;120;2;2;;2;2;2;6;2;;0;0;0;3.0;0;;33;1.0;;20.67;18.1;25.42;23.47;24.66;17.79;5.21;6.6;9.95;9.36;11.94;18.4;0.31;0.31;;0.31;0.31;0.31;0.92;0.31;;0.0;0.0;0.0;0.46;0.0;;5.06;37102;KGS Niederrad
23.02.2025;Bundestagswahl;6412000;37103;371-03;1;1;699;306;0;1005;478;2;5;473;5;473;117;108;123;109;75;50;17;29;48;46;80;84;1;3;;4;3;1;5;5;;0;1;0;1.0;0;;34;2.0;;24.74;22.83;26.0;23.04;15.86;10.57;3.59;6.13;10.15;9.73;16.91;17.76;0.21;0.63;;0.85;0.63;0.21;1.06;1.06;;0.0;0.21;0.0;0.21;0.0;;7.19;37103;KGS Niederrad
23.02.2025;Bundestagswahl;6412000;37104;371-04;1;1;623;270;0;893;409;6;2;407;1;408;98;80;94;88;53;45;23;21;65;65;52;66;8;3;;6;6;2;6;2;;1;0;2;0.0;0;;27;2.0;;24.08;19.61;23.1;21.57;13.02;11.03;5.65;5.15;15.97;15.93;12.78;16.18;1.97;0.74;;1.47;1.47;0.49;1.47;0.49;;0.25;0.0;0.49;0.0;0.0;;6.62;37104;KGS Niederrad
23.02.2025;Bundestagswahl;6412000;37105;371-05;1;1;558;167;0;725;332;7;9;323;7;325;93;78;55;47;37;31;13;13;51;51;63;74;5;3;;1;0;0;2;2;;1;1;0;1.0;0;;24;2.0;;28.79;24.0;17.03;14.46;11.46;9.54;4.02;4.0;15.79;15.69;19.5;22.77;1.55;0.92;;0.31;0.0;0.0;0.62;0.62;;0.31;0.31;0.0;0.31;0.0;;7.38;37105;Raum für Kultur
23.02.2025;Bundestagswahl;6412000;37106;371-06;1;1;717;250;0;967;463;2;5;458;9;454;111;81;90;83;80;69;14;19;65;63;82;103;4;2;;2;5;5;3;1;;1;0;0;2.0;0;;25;2.0;;24.24;17.84;19.65;18.28;17.47;15.2;3.06;4.19;14.19;13.88;17.9;22.69;0.87;0.44;;0.44;1.09;1.1;0.66;0.22;;0.22;0.0;0.0;0.44;0.0;;5.51;37106;Raum für Kultur
23.02.2025;Bundestagswahl;6412000;37201;372-01;1;1;1073;370;0;1443;700;19;10;690;8;692;184;141;148;120;75;69;21;35;114;103;117;136;4;5;;5;11;7;6;2;;1;1;1;5.0;3;;64;4.0;;26.67;20.38;21.45;17.34;10.87;9.97;3.04;5.06;16.52;14.88;16.96;19.65;0.58;0.72;;0.72;1.59;1.01;0.87;0.29;;0.14;0.14;0.14;0.72;0.43;;9.25;37201;Saalbau Niederrad
23.02.2025;Bundestagswahl;6412000;37202;372-02;1;1;857;369;0;1226;590;7;4;586;1;589;139;119;140;133;76;53;17;23;79;84;102;112;7;6;;7;7;3;10;6;;0;2;0;3.0;0;;43;4.0;;23.72;20.2;23.89;22.58;12.97;9.0;2.9;3.9;13.48;14.26;17.41;19.02;1.19;1.02;;1.19;1.19;0.51;1.71;1.02;;0.0;0.34;0.0;0.51;0.0;;7.3;37202;Friedrich-Fröbel-Schule
23.02.2025;Bundestagswahl;6412000;37203;372-03;1;1;902;427;0;1329;708;8;2;706;3;705;156;143;191;160;129;100;33;50;86;88;84;115;8;3;;2;5;3;7;4;;0;2;0;3.0;0;;37;2.0;;22.1;20.28;27.05;22.7;18.27;14.18;4.67;7.09;12.18;12.48;11.9;16.31;1.13;0.43;;0.28;0.71;0.43;0.99;0.57;;0.0;0.28;0.0;0.42;0.0;;5.25;37203;Friedrich-Fröbel-Schule
23.02.2025;Bundestagswahl;6412000;37204;372-04;1;1;747;623;0;1370;597;10;5;592;4;593;106;84;173;170;128;112;37;42;72;70;57;75;3;2;;4;7;1;9;6;;0;0;1;0.0;1;;25;0.0;;17.91;14.17;29.22;28.67;21.62;18.89;6.25;7.08;12.16;11.8;9.63;12.65;0.51;0.34;;0.67;1.18;0.17;1.52;1.01;;0.0;0.0;0.17;0.0;0.17;;4.22;37204;Friedrich-Fröbel-Schule
23.02.2025;Bundestagswahl;6412000;37205;372-05;1;1;891;422;0;1313;708;16;5;703;3;705;136;127;161;153;175;112;37;51;90;77;71;112;6;2;;7;6;4;12;13;;0;3;1;1.0;1;;45;5.0;;19.35;18.01;22.9;21.7;24.89;15.89;5.26;7.23;12.8;10.92;10.1;15.89;0.85;0.28;;0.99;0.85;0.57;1.71;1.84;;0.0;0.43;0.14;0.14;0.14;;6.38;37205;Saalbau Niederrad
23.02.2025;Bundestagswahl;6412000;37301;373-01;1;1;680;552;0;1232;445;13;1;444;0;445;93;67;94;86;105;91;23;31;50;49;52;69;0;1;;4;4;1;18;6;;2;0;0;2.0;0;;38;3.0;;20.95;15.06;21.17;19.33;23.65;20.45;5.18;6.97;11.26;11.01;11.71;15.51;0.0;0.22;;0.9;0.9;0.22;4.05;1.35;;0.45;0.0;0.0;0.45;0.0;;8.54;37301;Friedrich-Fröbel-Schule
23.02.2025;Bundestagswahl;6412000;37302;373-02;1;1;743;499;0;1242;487;11;3;484;0;487;97;69;114;99;82;75;42;44;60;66;64;78;3;2;;5;4;0;9;8;;2;1;1;5.0;1;;37;3.0;;20.04;14.17;23.55;20.33;16.94;15.4;8.68;9.03;12.4;13.55;13.22;16.02;0.62;0.41;;1.03;0.83;0.0;1.86;1.64;;0.41;0.21;0.21;1.03;0.21;;7.6;37302;Friedrich-Fröbel-Schule
23.02.2025;Bundestagswahl;6412000;38001;380-01;1;1;834;364;0;1198;612;12;11;601;10;602;112;96;156;149;124;89;33;34;86;92;64;79;5;2;;7;7;5;6;5;;2;1;1;4.0;1;;40;3.0;;18.64;15.95;25.96;24.75;20.63;14.78;5.49;5.65;14.31;15.28;10.65;13.12;0.83;0.33;;1.16;1.16;0.83;1.0;0.83;;0.33;0.17;0.17;0.67;0.17;;6.64;38001;Saalbau Depot Oberrad
23.02.2025;Bundestagswahl;6412000;38002;380-02;1;1;819;413;0;1232;620;11;4;616;3;617;114;114;172;157;148;112;24;32;73;73;70;87;1;1;;7;6;3;2;3;;0;0;0;3.0;4;;24;3.0;;18.51;18.48;27.92;25.45;24.03;18.15;3.9;5.19;11.85;11.83;11.36;14.1;0.16;0.16;;1.13;0.97;0.49;0.32;0.49;;0.0;0.0;0.0;0.49;0.65;;3.89;38002;PTH Sankt Georgen
23.02.2025;Bundestagswahl;6412000;38003;380-03;1;1;888;344;0;1232;639;4;11;628;9;630;125;109;160;144;139;107;18;34;79;85;82;102;7;5;;3;6;1;5;9;;1;0;1;6.0;4;;25;1.0;;19.9;17.3;25.48;22.86;22.13;16.98;2.87;5.4;12.58;13.49;13.06;16.19;1.11;0.79;;0.48;0.96;0.16;0.8;1.43;;0.16;0.0;0.16;0.96;0.63;;3.97;38003;Gruneliusschule
23.02.2025;Bundestagswahl;6412000;38004;380-04;1;1;769;258;0;1027;601;9;5;596;3;598;124;113;158;138;120;93;14;22;62;66;82;108;4;4;;4;13;5;9;6;;0;1;0;8.0;5;;34;1.0;;20.81;18.9;26.51;23.08;20.13;15.55;2.35;3.68;10.4;11.04;13.76;18.06;0.67;0.67;;0.67;2.18;0.84;1.51;1.0;;0.0;0.17;0.0;1.34;0.84;;5.69;38004;Gruneliusschule
23.02.2025;Bundestagswahl;6412000;38005;380-05;1;1;954;375;0;1329;594;4;12;582;10;584;136;119;139;122;79;53;21;22;89;90;95;123;8;3;;6;5;3;5;5;;1;1;0;0.0;0;;37;4.0;;23.37;20.38;23.88;20.89;13.57;9.08;3.61;3.77;15.29;15.41;16.32;21.06;1.37;0.51;;1.03;0.86;0.51;0.86;0.86;;0.17;0.17;0.0;0.0;0.0;;6.34;38005;Gruneliusschule
23.02.2025;Bundestagswahl;6412000;38006;380-06;1;1;903;403;0;1306;602;4;4;598;5;597;131;114;175;145;88;75;22;34;82;79;82;86;1;3;;11;4;1;6;6;;0;0;2;2.0;1;;40;5.0;;21.91;19.1;29.26;24.29;14.72;12.56;3.68;5.7;13.71;13.23;13.71;14.41;0.17;0.5;;1.84;0.67;0.17;1.0;1.01;;0.0;0.0;0.34;0.33;0.17;;6.7;38006;Saalbau Depot Oberrad
23.02.2025;Bundestagswahl;6412000;39001;390-01;1;1;557;185;0;742;419;7;7;412;9;410;87;87;109;109;90;73;24;17;43;47;44;46;3;2;;3;5;1;5;7;;2;1;1;1.0;1;;14;0.0;;21.12;21.22;26.46;26.59;21.84;17.8;5.83;4.15;10.44;11.46;10.68;11.22;0.73;0.49;;0.73;1.21;0.24;1.21;1.71;;0.49;0.24;0.24;0.24;0.24;;3.41;39001;Henry und Emma Budge-Stiftung
23.02.2025;Bundestagswahl;6412000;39002;390-02;1;1;716;365;0;1081;582;4;6;576;1;581;115;106;157;150;161;131;7;19;45;46;65;82;6;1;;5;3;1;10;6;;0;3;1;4.0;3;;30;0.0;;19.97;18.24;27.26;25.82;27.95;22.55;1.22;3.27;7.81;7.92;11.28;14.11;1.04;0.17;;0.86;0.52;0.17;1.74;1.03;;0.0;0.52;0.17;0.69;0.52;;5.16;39002;Zentgrafenschule
23.02.2025;Bundestagswahl;6412000;39003;390-03;1;1;469;68;0;537;262;2;5;257;3;259;76;64;36;32;32;32;5;4;47;47;49;53;0;0;;4;4;3;3;1;;0;0;0;1.0;1;;18;4.0;;29.57;24.71;14.01;12.36;12.45;12.36;1.95;1.54;18.29;18.15;19.07;20.46;0.0;0.0;;1.54;1.56;1.16;1.17;0.39;;0.0;0.0;0.0;0.39;0.39;;6.95;39003;Pestalozzischule
23.02.2025;Bundestagswahl;6412000;39004;390-04;1;1;794;394;0;1188;553;4;2;551;2;551;116;108;143;133;119;97;25;31;58;59;63;83;6;2;;4;4;5;13;9;;0;2;1;2.0;1;;18;0.0;;21.05;19.6;25.95;24.14;21.6;17.6;4.54;5.63;10.53;10.71;11.43;15.06;1.09;0.36;;0.73;0.73;0.91;2.36;1.63;;0.0;0.36;0.18;0.36;0.18;;3.27;39004;Hufelandhaus
23.02.2025;Bundestagswahl;6412000;39005;390-05;1;1;780;480;0;1260;674;9;7;667;5;669;131;131;165;149;219;173;31;55;57;52;46;71;4;2;;3;4;1;5;10;;0;1;1;3.0;1;;20;1.0;;19.64;19.58;24.74;22.27;32.83;25.86;4.65;8.22;8.55;7.77;6.9;10.61;0.6;0.3;;0.45;0.6;0.15;0.75;1.49;;0.0;0.15;0.15;0.45;0.15;;2.99;39005;Zentgrafenschule
23.02.2025;Bundestagswahl;6412000;39006;390-06;1;1;846;304;0;1150;638;11;4;634;4;634;145;129;156;146;132;106;19;25;75;74;87;98;2;1;;4;4;4;9;6;;1;0;0;3.0;1;;39;2.0;;22.87;20.35;24.61;23.03;20.82;16.72;3.0;3.94;11.83;11.67;13.72;15.46;0.32;0.16;;0.63;0.63;0.63;1.42;0.95;;0.16;0.0;0.0;0.47;0.16;;6.15;39006;Friedrich-Ebert-Schule
23.02.2025;Bundestagswahl;6412000;40101;401-01;1;1;704;291;0;995;486;7;7;479;8;478;131;97;79;75;51;48;14;21;75;78;108;108;4;1;;2;11;4;6;5;;0;0;0;;1;;38;;;27.35;20.29;16.49;15.69;10.65;10.04;2.92;4.39;15.66;16.32;22.55;22.59;0.84;0.21;;0.42;2.3;0.84;1.25;1.05;;0.0;0.0;0.0;;0.21;;7.95;40101;Michael-Ende-Schule
23.02.2025;Bundestagswahl;6412000;40102;401-02;1;1;722;322;0;1044;490;6;4;486;5;485;149;105;77;65;86;94;12;20;53;45;82;107;5;4;;10;12;2;8;11;;1;2;1;;0;;20;;;30.66;21.65;15.84;13.4;17.7;19.38;2.47;4.12;10.91;9.28;16.87;22.06;1.03;0.82;;2.06;2.47;0.41;1.65;2.27;;0.21;0.41;0.21;;0.0;;4.12;40102;Sozial- und Rehazentrum West
23.02.2025;Bundestagswahl;6412000;40103;401-03;1;1;895;416;0;1311;675;10;2;673;2;673;192;105;110;97;154;157;25;31;62;67;116;175;1;2;;7;7;1;6;4;;1;0;0;;0;;26;;;28.53;15.6;16.34;14.41;22.88;23.33;3.71;4.61;9.21;9.96;17.24;26.0;0.15;0.3;;1.04;1.04;0.15;0.89;0.59;;0.15;0.0;0.0;;0.0;;3.86;40103;Michael-Ende-Schule
23.02.2025;Bundestagswahl;6412000;40104;401-04;1;1;629;276;0;905;528;9;3;525;2;526;131;79;135;124;115;131;14;23;51;54;62;72;3;5;;6;5;2;5;4;;1;4;0;;0;;25;;;24.95;15.02;25.71;23.57;21.9;24.9;2.67;4.37;9.71;10.27;11.81;13.69;0.57;0.95;;1.14;0.95;0.38;0.95;0.76;;0.19;0.76;0.0;;0.0;;4.75;40104;Michael-Ende-Schule
23.02.2025;Bundestagswahl;6412000;40105;401-05;1;1;910;272;0;1182;632;11;10;622;15;617;192;122;86;70;93;105;18;26;80;76;135;163;1;0;;5;7;3;10;7;;0;0;0;;0;;40;;;30.87;19.77;13.83;11.35;14.95;17.02;2.89;4.21;12.86;12.32;21.7;26.42;0.16;0.0;;0.81;1.13;0.49;1.61;1.13;;0.0;0.0;0.0;;0.0;;6.48;40105;DRK OV City-West
23.02.2025;Bundestagswahl;6412000;40201;402-01;1;1;968;463;0;1431;715;13;8;707;8;707;214;137;127;116;138;146;21;34;79;81;108;140;6;4;;7;5;5;7;4;;1;2;2;;1;;29;;;30.27;19.38;17.96;16.41;19.52;20.65;2.97;4.81;11.17;11.46;15.28;19.8;0.85;0.57;;0.99;0.71;0.71;0.99;0.57;;0.14;0.28;0.28;;0.14;;4.1;40201;Auguste-Oberwinter-Haus
23.02.2025;Bundestagswahl;6412000;40202;402-02;1;1;868;396;0;1264;706;5;10;696;3;703;189;118;187;164;110;134;28;42;64;64;90;114;7;8;;4;10;9;10;8;;1;1;0;;2;;35;;;27.16;16.79;26.87;23.33;15.8;19.06;4.02;5.97;9.2;9.1;12.93;16.22;1.01;1.14;;0.57;1.44;1.28;1.44;1.14;;0.14;0.14;0.0;;0.28;;4.98;40202;Brentanoschule
23.02.2025;Bundestagswahl;6412000;40203;402-03;1;1;795;305;0;1100;572;6;4;568;2;570;164;118;131;114;58;69;14;23;78;76;99;109;8;5;;5;5;3;10;7;;1;1;1;;1;;38;;;28.87;20.7;23.06;20.0;10.21;12.11;2.46;4.04;13.73;13.33;17.43;19.12;1.41;0.88;;0.88;0.88;0.53;1.76;1.23;;0.18;0.18;0.18;;0.18;;6.67;40203;Brentanoschule
23.02.2025;Bundestagswahl;6412000;40204;402-04;1;1;781;381;0;1162;520;9;9;511;2;518;139;93;94;98;88;82;23;20;63;60;83;115;8;1;;1;5;2;8;9;;1;0;0;;4;;32;;;27.2;17.95;18.4;18.92;17.22;15.83;4.5;3.86;12.33;11.58;16.24;22.2;1.57;0.19;;0.19;0.98;0.39;1.57;1.74;;0.19;0.0;0.0;;0.77;;6.18;40204;Brentanoschule
23.02.2025;Bundestagswahl;6412000;41001;410-01;1;1;844;490;0;1334;670;14;9;661;4;666;182;134;216;190;94;116;31;45;67;67;50;65;6;1;;3;6;2;9;5;;0;0;0;;1;;37;;;27.53;20.12;32.68;28.53;14.22;17.42;4.69;6.76;10.14;10.06;7.56;9.76;0.91;0.15;;0.45;0.91;0.3;1.36;0.75;;0.0;0.0;0.0;;0.15;;5.56;41001;Kerschensteinerschule
23.02.2025;Bundestagswahl;6412000;41002;410-02;1;1;856;312;0;1168;570;4;7;563;5;565;187;115;104;92;48;54;16;18;71;70;119;150;4;2;;2;7;4;4;4;;1;3;1;;1;;51;;;33.21;20.35;18.47;16.28;8.53;9.56;2.84;3.19;12.61;12.39;21.14;26.55;0.71;0.35;;0.35;1.24;0.71;0.71;0.71;;0.18;0.53;0.18;;0.18;;9.03;41002;Kerschensteinerschule
23.02.2025;Bundestagswahl;6412000;41003;410-03;1;1;952;363;0;1315;696;6;8;688;8;688;194;115;132;123;113;119;21;29;63;62;139;179;5;2;;1;9;6;11;7;;1;1;0;;2;;42;;;28.2;16.72;19.19;17.88;16.42;17.3;3.05;4.22;9.16;9.01;20.2;26.02;0.73;0.29;;0.15;1.31;0.87;1.6;1.02;;0.15;0.15;0.0;;0.29;;6.1;41003;Kerschensteinerschule
23.02.2025;Bundestagswahl;6412000;42201;422-01;1;1;736;533;0;1269;591;6;8;583;6;585;197;109;121;112;112;138;13;28;65;66;61;95;3;2;;6;3;1;7;4;;0;1;1;;0;;23;;;33.79;18.63;20.75;19.15;19.21;23.59;2.23;4.79;11.15;11.28;10.46;16.24;0.51;0.34;;1.03;0.51;0.17;1.2;0.68;;0.0;0.17;0.17;;0.0;;3.93;42201;Gymnasium Nord (Westhausen)
23.02.2025;Bundestagswahl;6412000;42202;422-02;1;1;1032;367;0;1399;672;5;12;660;11;661;203;133;135;129;76;98;18;19;117;116;95;107;7;2;;7;1;1;7;7;;0;1;0;;0;;42;;;30.76;20.12;20.45;19.52;11.52;14.83;2.73;2.87;17.73;17.55;14.39;16.19;1.06;0.3;;1.06;0.15;0.15;1.06;1.06;;0.0;0.15;0.0;;0.0;;6.35;42202;Gymnasium Nord (Westhausen)
23.02.2025;Bundestagswahl;6412000;42203;422-03;1;1;789;394;0;1183;606;8;8;598;5;601;180;136;142;125;82;90;20;32;95;96;62;79;6;4;;9;6;3;3;2;;0;2;0;;0;;25;;;30.1;22.63;23.75;20.8;13.71;14.98;3.34;5.32;15.89;15.97;10.37;13.14;1.0;0.67;;1.5;1.0;0.5;0.5;0.33;;0.0;0.33;0.0;;0.0;;4.16;42203;Gymnasium Nord (Westhausen)
